Product_Name,Product_ASIN,Brand,Price,MRP,Discount,Rating,Reviews,Product_Link,Scraped_At
"Redmi 14C 5G (Stargaze Black, 6GB RAM, 128GB Storage) | Superfast 4nm Snapdragon 4 Gen 2 | 120Hz 17.47cm (6.88”) Display | 5160mAh Battery | 50MP Dual Camera | Premium Starlight Design",B0DQV6PQ8M,Redmi,"₹10,999","₹14,999",27% off,4.0 out of 5 stars,"1,620",https://www.amazon.in/Redmi-Stargaze-Superfast-Snapdragon-Starlight/dp/B0DQV6PQ8M/ref=sr_1_72?dib=eyJ2IjoiMSJ9.SvySBAYgEb0zJfcvqCu_qsjmOMr74EWqRGc8br-dVn3GHc0PTF-QcEBqe-SHJANwdQ86i0aEh6gG7ay5jD571wrJfdQAPkBnZNX_SkXq2PdJKEz7a_HWj85rdlmfigRo3XMe-SgH1p15tRE8_oQr5xa6LtAPbSxiQaITaiy1iIpMOIv7j7ZJpBZkH_GkMBTXrrdP9_ineYwIOS47UE8tFCb3wgR-1Z0ndeExIXv95wM.e_ZazuvB1By12_ZZeYZ0nnUQaWMUupyNxiVhv4BRgD8&dib_tag=se&keywords=mobiles&qid=1757424340&sr=8-72&xpid=E4psOAFDN97GT,2025-09-09 18:55:37
"iQOO Z10 Lite 5G (Cyber Green, 4GB RAM, 128GB Storage) | 6000 mAh Battery | Dimensity 6300 5G Processor with 433K+* AnTuTu Score | IP64 Rated & Military Grade Shock-Resistance*",B0FC5TBWG5,iQOO,"₹9,999","₹13,999",29% off,4.0 out of 5 stars,"1,849",https://www.amazon.in/iQOO-Dimensity-Processor-Military-Shock-Resistance/dp/B0FC5TBWG5/ref=sr_1_73?dib=eyJ2IjoiMSJ9.SvySBAYgEb0zJfcvqCu_qsjmOMr74EWqRGc8br-dVn3GHc0PTF-QcEBqe-SHJANwdQ86i0aEh6gG7ay5jD571wrJfdQAPkBnZNX_SkXq2PdJKEz7a_HWj85rdlmfigRo3XMe-SgH1p15tRE8_oQr5xa6LtAPbSxiQaITaiy1iIpMOIv7j7ZJpBZkH_GkMBTXrrdP9_ineYwIOS47UE8tFCb3wgR-1Z0ndeExIXv95wM.e_ZazuvB1By12_ZZeYZ0nnUQaWMUupyNxiVhv4BRgD8&dib_tag=se&keywords=mobiles&qid=1757424340&sr=8-73&xpid=E4psOAFDN97GT,2025-09-09 18:55:37
"VIVO Y19 5G (Majestic Green, 4GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",B0F3NW97PL,VIVO,"₹11,499","₹14,999",23% off,4.2 out of 5 stars,156,https://www.amazon.in/VIVO-Majestic-Storage-Additional-Exchange/dp/B0F3NW97PL/ref=sr_1_74?dib=eyJ2IjoiMSJ9.SvySBAYgEb0zJfcvqCu_qsjmOMr74EWqRGc8br-dVn3GHc0PTF-QcEBqe-SHJANwdQ86i0aEh6gG7ay5jD571wrJfdQAPkBnZNX_SkXq2PdJKEz7a_HWj85rdlmfigRo3XMe-SgH1p15tRE8_oQr5xa6LtAPbSxiQaITaiy1iIpMOIv7j7ZJpBZkH_GkMBTXrrdP9_ineYwIOS47UE8tFCb3wgR-1Z0ndeExIXv95wM.e_ZazuvB1By12_ZZeYZ0nnUQaWMUupyNxiVhv4BRgD8&dib_tag=se&keywords=mobiles&qid=1757424340&sr=8-74&xpid=E4psOAFDN97GT,2025-09-09 18:55:37
"Lava Bold N1 Pro (Titanium Gold, 4 GB RAM, 128 GB Storage)| Bigger 6.67"" HD+ IP54 Display | 120 Hz Refresh Rate | 50 MP AI Triple Rear Camera | 8 MP Front Camera| 5000 mAh Battery | Charger in Box",B0F1Z3QTM8,Lava,"₹6,798","₹8,339",18% off,3.9 out of 5 stars,673,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMDY3NjAwMDc3MDU2MDM3OjE3NTc0MjQzNDA6c3BfbXRmOjMwMDU3ODA3ODk2NzQzMjo6MDo6&url=%2FLava-Bold-N1-Pro-Titanium%2Fdp%2FB0F1Z3QTM8%2Fref%3Dsr_1_75_sspa%3Fdib%3DeyJ2IjoiMSJ9.SvySBAYgEb0zJfcvqCu_qsjmOMr74EWqRGc8br-dVn3GHc0PTF-QcEBqe-SHJANwdQ86i0aEh6gG7ay5jD571wrJfdQAPkBnZNX_SkXq2PdJKEz7a_HWj85rdlmfigRo3XMe-SgH1p15tRE8_oQr5xa6LtAPbSxiQaITaiy1iIpMOIv7j7ZJpBZkH_GkMBTXrrdP9_ineYwIOS47UE8tFCb3wgR-1Z0ndeExIXv95wM.e_ZazuvB1By12_ZZeYZ0nnUQaWMUupyNxiVhv4BRgD8%26dib_tag%3Dse%26keywords%3Dmobiles%26qid%3D1757424340%26sr%3D8-75-spons%26xpid%3DE4psOAFDN97GT%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=qs7FdQPAr4&sp_cr=ZAZ,2025-09-09 18:55:37
"Lava Bold N1 (Sparkling Ivory, 4 GB RAM, 64 GB Storage)| 6.75"" (90 Hz) HD+ Display | 13MP AI Dual Rear Camera | 5000 mAh Battery | Secure Face Unlock | Fingerprint Reader | Charger & Phone-Case in Box",B0F83J33RW,Lava,"₹5,999","₹7,499",20% off,3.8 out of 5 stars,190,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMDY3NjAwMDc3MDU2MDM3OjE3NTc0MjQzNDA6c3BfbXRmOjMwMDU4MDUxODU4MjYzMjo6MDo6&url=%2FLava-Bold-N1-Fingerprint-Phone-Case%2Fdp%2FB0F83J33RW%2Fref%3Dsr_1_76_sspa%3Fdib%3DeyJ2IjoiMSJ9.SvySBAYgEb0zJfcvqCu_qsjmOMr74EWqRGc8br-dVn3GHc0PTF-QcEBqe-SHJANwdQ86i0aEh6gG7ay5jD571wrJfdQAPkBnZNX_SkXq2PdJKEz7a_HWj85rdlmfigRo3XMe-SgH1p15tRE8_oQr5xa6LtAPbSxiQaITaiy1iIpMOIv7j7ZJpBZkH_GkMBTXrrdP9_ineYwIOS47UE8tFCb3wgR-1Z0ndeExIXv95wM.e_ZazuvB1By12_ZZeYZ0nnUQaWMUupyNxiVhv4BRgD8%26dib_tag%3Dse%26keywords%3Dmobiles%26qid%3D1757424340%26sr%3D8-76-spons%26xpid%3DE4psOAFDN97GT%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=dpjmfzc9sF&sp_cr=ZAZ,2025-09-09 18:55:37
"Tecno POP 9 (Magic Skin Green, 3GB+64GB) |India's 1st Mediatek G50 | IP54 Rated | IR Remote | Dual Speaker with DTS | 36 Month Lag Free Fluency | 15W Fast Charging Support | 5000 mAh Battery",B0DKP92X7X,Tecno,"₹6,099","₹8,499",28% off,4.2 out of 5 stars,716,https://www.amazon.in/Tecno-Mediatek-Speaker-Fluency-Charging/dp/B0DKP92X7X/ref=sr_1_77?dib=eyJ2IjoiMSJ9.SvySBAYgEb0zJfcvqCu_qsjmOMr74EWqRGc8br-dVn3GHc0PTF-QcEBqe-SHJANwdQ86i0aEh6gG7ay5jD571wrJfdQAPkBnZNX_SkXq2PdJKEz7a_HWj85rdlmfigRo3XMe-SgH1p15tRE8_oQr5xa6LtAPbSxiQaITaiy1iIpMOIv7j7ZJpBZkH_GkMBTXrrdP9_ineYwIOS47UE8tFCb3wgR-1Z0ndeExIXv95wM.e_ZazuvB1By12_ZZeYZ0nnUQaWMUupyNxiVhv4BRgD8&dib_tag=se&keywords=mobiles&qid=1757424340&sr=8-77&xpid=E4psOAFDN97GT,2025-09-09 18:55:37
"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",B0DGJHBX5Y,iPhone,"₹69,999","₹79,900",12% off,4.5 out of 5 stars,"1,389",https://www.amazon.in/iPhone-16-128-GB-Control/dp/B0DGJHBX5Y/ref=sr_1_78?dib=eyJ2IjoiMSJ9.SvySBAYgEb0zJfcvqCu_qsjmOMr74EWqRGc8br-dVn3GHc0PTF-QcEBqe-SHJANwdQ86i0aEh6gG7ay5jD571wrJfdQAPkBnZNX_SkXq2PdJKEz7a_HWj85rdlmfigRo3XMe-SgH1p15tRE8_oQr5xa6LtAPbSxiQaITaiy1iIpMOIv7j7ZJpBZkH_GkMBTXrrdP9_ineYwIOS47UE8tFCb3wgR-1Z0ndeExIXv95wM.e_ZazuvB1By12_ZZeYZ0nnUQaWMUupyNxiVhv4BRgD8&dib_tag=se&keywords=mobiles&qid=1757424340&sr=8-78&xpid=E4psOAFDN97GT,2025-09-09 18:55:37
"realme NARZO 80 Lite 4G (Beach Gold, 4GB+64GB) | 6300mAh Segment's Biggest Battery | 7.94mm Slim Design | 300% Ultra Volume | Pulse Light: 9 Colors, 5 Glow Modes | Ai Assist",B0FG2NBVBN,realme,"₹7,299","₹8,999","realme NARZO 80 Lite 4G (Beach Gold, 4GB+64GB) | 6300mAh Segment's Biggest Battery | 7.94mm Slim Design | 300% Ultra Volume | Pulse Light: 9 Colors, 5 Glow Modes | Ai Assist",4.3 out of 5 stars,346,https://www.amazon.in/realme-6300mAh-Segments-Biggest-Battery/dp/B0FG2NBVBN/ref=sr_1_79?dib=eyJ2IjoiMSJ9.SvySBAYgEb0zJfcvqCu_qsjmOMr74EWqRGc8br-dVn3GHc0PTF-QcEBqe-SHJANwdQ86i0aEh6gG7ay5jD571wrJfdQAPkBnZNX_SkXq2PdJKEz7a_HWj85rdlmfigRo3XMe-SgH1p15tRE8_oQr5xa6LtAPbSxiQaITaiy1iIpMOIv7j7ZJpBZkH_GkMBTXrrdP9_ineYwIOS47UE8tFCb3wgR-1Z0ndeExIXv95wM.e_ZazuvB1By12_ZZeYZ0nnUQaWMUupyNxiVhv4BRgD8&dib_tag=se&keywords=mobiles&qid=1757424340&sr=8-79&xpid=E4psOAFDN97GT,2025-09-09 18:55:37
"realme P1 Speed 5G (Brushed Blue, 12GB RAM, 256GB Storage)| 24GB DRAM | Expandable Upto 2TB | 6.67"" Full HD+ Display | 50MP + 2MP Rear Camera | 16MP Front Camera | Dimensity 7300 Energy Processor",B0DK65X6VL,realme,,,,4.1 out of 5 stars,101,https://www.amazon.in/realme-Brushed-Expandable-Dimensity-Processor/dp/B0DK65X6VL/ref=sr_1_80?dib=eyJ2IjoiMSJ9.SvySBAYgEb0zJfcvqCu_qsjmOMr74EWqRGc8br-dVn3GHc0PTF-QcEBqe-SHJANwdQ86i0aEh6gG7ay5jD571wrJfdQAPkBnZNX_SkXq2PdJKEz7a_HWj85rdlmfigRo3XMe-SgH1p15tRE8_oQr5xa6LtAPbSxiQaITaiy1iIpMOIv7j7ZJpBZkH_GkMBTXrrdP9_ineYwIOS47UE8tFCb3wgR-1Z0ndeExIXv95wM.e_ZazuvB1By12_ZZeYZ0nnUQaWMUupyNxiVhv4BRgD8&dib_tag=se&keywords=mobiles&qid=1757424340&sr=8-80&xpid=E4psOAFDN97GT,2025-09-09 18:55:37
"Samsung Galaxy M16 5G (Mint Green, 6GB RAM, 128 GB Storage) | MediaTek Dimensity 6300 | AnTuTu Score 422K+ | Super Amoled Display | AI | 25W Fast Charging | 6 Gen of OS Upgrades | Without Charger",B0DX798LW2,Samsung,"₹12,999","₹17,499",26% off,3.9 out of 5 stars,"2,079",https://www.amazon.in/Samsung-MediaTek-Dimensity-Charging-Upgrades/dp/B0DX798LW2/ref=sr_1_81?dib=eyJ2IjoiMSJ9.SvySBAYgEb0zJfcvqCu_qsjmOMr74EWqRGc8br-dVn3GHc0PTF-QcEBqe-SHJANwdQ86i0aEh6gG7ay5jD571wrJfdQAPkBnZNX_SkXq2PdJKEz7a_HWj85rdlmfigRo3XMe-SgH1p15tRE8_oQr5xa6LtAPbSxiQaITaiy1iIpMOIv7j7ZJpBZkH_GkMBTXrrdP9_ineYwIOS47UE8tFCb3wgR-1Z0ndeExIXv95wM.e_ZazuvB1By12_ZZeYZ0nnUQaWMUupyNxiVhv4BRgD8&dib_tag=se&keywords=mobiles&qid=1757424340&sr=8-81&xpid=E4psOAFDN97GT,2025-09-09 18:55:37
"Acer Super ZX 5G (Lunar Blue, 6GB RAM, 128GB Storage) | 120 Hz FHD+ Display | 5000 mAh Ultra-Thin Battery | Dimensity 6300 5G Processor | Sony 64MP AI Camera",B0F4DJ4VTG,Acer,"₹12,999","₹19,999",35% off,3.5 out of 5 stars,648,https://www.amazon.in/Storage-Display-Ultra-Thin-Dimensity-Processor/dp/B0F4DJ4VTG/ref=sr_1_82?dib=eyJ2IjoiMSJ9.SvySBAYgEb0zJfcvqCu_qsjmOMr74EWqRGc8br-dVn3GHc0PTF-QcEBqe-SHJANwdQ86i0aEh6gG7ay5jD571wrJfdQAPkBnZNX_SkXq2PdJKEz7a_HWj85rdlmfigRo3XMe-SgH1p15tRE8_oQr5xa6LtAPbSxiQaITaiy1iIpMOIv7j7ZJpBZkH_GkMBTXrrdP9_ineYwIOS47UE8tFCb3wgR-1Z0ndeExIXv95wM.e_ZazuvB1By12_ZZeYZ0nnUQaWMUupyNxiVhv4BRgD8&dib_tag=se&keywords=mobiles&qid=1757424340&sr=8-82&xpid=E4psOAFDN97GT,2025-09-09 18:55:37
"Samsung Galaxy S25 Ultra 5G AI Smartphone (Titanium Whitesilver, 12GB RAM, 256GB Storage), 200MP Camera, S Pen Included, Long Battery Life",B0DSKL9MQ8,Samsung,"₹1,29,999",,,4.3 out of 5 stars,481,https://www.amazon.in/Samsung-Smartphone-Whitesilver-Snapdragon-ProVisual/dp/B0DSKL9MQ8/ref=sr_1_83?dib=eyJ2IjoiMSJ9.SvySBAYgEb0zJfcvqCu_qsjmOMr74EWqRGc8br-dVn3GHc0PTF-QcEBqe-SHJANwdQ86i0aEh6gG7ay5jD571wrJfdQAPkBnZNX_SkXq2PdJKEz7a_HWj85rdlmfigRo3XMe-SgH1p15tRE8_oQr5xa6LtAPbSxiQaITaiy1iIpMOIv7j7ZJpBZkH_GkMBTXrrdP9_ineYwIOS47UE8tFCb3wgR-1Z0ndeExIXv95wM.e_ZazuvB1By12_ZZeYZ0nnUQaWMUupyNxiVhv4BRgD8&dib_tag=se&keywords=mobiles&qid=1757424340&sr=8-83&xpid=E4psOAFDN97GT,2025-09-09 18:55:37
"Lava Bold N1 Pro (Titanium Gold, 4 GB RAM, 128 GB Storage)| Bigger 6.67"" HD+ IP54 Display | 120 Hz Refresh Rate | 50 MP AI Triple Rear Camera | 8 MP Front Camera| 5000 mAh Battery | Charger in Box",B0F1Z3QTM8,Lava,"₹6,798","₹8,339",18% off,3.9 out of 5 stars,673,https://www.amazon.in/Lava-Bold-N1-Pro-Titanium/dp/B0F1Z3QTM8/ref=sr_1_84?dib=eyJ2IjoiMSJ9.SvySBAYgEb0zJfcvqCu_qsjmOMr74EWqRGc8br-dVn3GHc0PTF-QcEBqe-SHJANwdQ86i0aEh6gG7ay5jD571wrJfdQAPkBnZNX_SkXq2PdJKEz7a_HWj85rdlmfigRo3XMe-SgH1p15tRE8_oQr5xa6LtAPbSxiQaITaiy1iIpMOIv7j7ZJpBZkH_GkMBTXrrdP9_ineYwIOS47UE8tFCb3wgR-1Z0ndeExIXv95wM.e_ZazuvB1By12_ZZeYZ0nnUQaWMUupyNxiVhv4BRgD8&dib_tag=se&keywords=mobiles&qid=1757424340&sr=8-84&xpid=E4psOAFDN97GT,2025-09-09 18:55:37
Redmi 15 5G Sandy Purple 6GB + 128GB | Segment's Largest 7000mAhA Battery | Segment's Largest Display 17.53cm(6.9) Up to 144Hz | Snapdragon 6s Gen 3 | 18W Reverse Charging | 50MP AI Dual Camera,B0FJFSDYVC,Redmi,"₹14,999","₹16,999",12% off,,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxODc1MTE1NjY5NDA2MDA6MTc1NzQyNDM0NTpzcF9hdGZfbmV4dDozMDA2ODAyODczMDIwMzI6OjA6Og&url=%2FRedmi-Segments-7000mAhA-Snapdragon-Charging%2Fdp%2FB0FJFSDYVC%2Fref%3Dsr_1_81_sspa%3Fdib%3DeyJ2IjoiMSJ9.wObjZ4Gp3QcLBoWtyg8rUHwaTBaKC_sGo5ADVo7OzlMX5WpJis81L05aj1f7TCf29nfv5dm2lfYzvaHhVsytTW7tDn3pnAw0q6IdKLXRfc0PP-4nLCksvmxiWc7xaL6QqbC3Qgp06pw1EmhxJBhTMbFQAzPJDyAHyAJngmsLLpJySzSmrDeBKe3tdqEaAbvkI-TLp4o4SX8XY_Is5jq4pxOAToz_k8aCCngRWlhQOV4.41JJZJW0Cq0RHHqbZ4omWn0Krb37m4DAqm2aTYTC1zA%26dib_tag%3Dse%26keywords%3Dmobiles%26qid%3D1757424345%26sr%3D8-81-spons%26xpid%3DE4psOAFDN97GT%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=8KUmGUSSao&sp_cr=ZAZ,2025-09-09 18:55:43
Redmi Note 14 Pro+ 5G Spectre Blue 12GB RAM 512GB Storage| 50 MP Triple Camera with Telephoto | Corning Gorilla Glass Victus 2 | IP 68 | SD 7s Gen 3,B0DQRH4J62,Redmi,"₹31,999","₹39,999",20% off,3.9 out of 5 stars,132,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxODc1MTE1NjY5NDA2MDA6MTc1NzQyNDM0NTpzcF9hdGZfbmV4dDozMDA2MjI1NjA2OTEwMzI6OjA6Og&url=%2FRedmi-Note-14-Pro-5G%2Fdp%2FB0DQRH4J62%2Fref%3Dsr_1_82_sspa%3Fdib%3DeyJ2IjoiMSJ9.wObjZ4Gp3QcLBoWtyg8rUHwaTBaKC_sGo5ADVo7OzlMX5WpJis81L05aj1f7TCf29nfv5dm2lfYzvaHhVsytTW7tDn3pnAw0q6IdKLXRfc0PP-4nLCksvmxiWc7xaL6QqbC3Qgp06pw1EmhxJBhTMbFQAzPJDyAHyAJngmsLLpJySzSmrDeBKe3tdqEaAbvkI-TLp4o4SX8XY_Is5jq4pxOAToz_k8aCCngRWlhQOV4.41JJZJW0Cq0RHHqbZ4omWn0Krb37m4DAqm2aTYTC1zA%26dib_tag%3Dse%26keywords%3Dmobiles%26qid%3D1757424345%26sr%3D8-82-spons%26xpid%3DE4psOAFDN97GT%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=lurRq22EVj&sp_cr=ZAZ,2025-09-09 18:55:43
OnePlus Nord 5 | Snapdragon 8s Gen 3 | Stable 144FPS Gaming | Dual 50MP Flagship Camera | Powered by OnePlus AI | 8GB + 256GB | Dry Ice,B0FCMKSP7V,OnePlus,"₹31,998","₹34,999",9% off,4.4 out of 5 stars,"1,346",https://www.amazon.in/OnePlus-Snapdragon-Stable-Flagship-Powered/dp/B0FCMKSP7V/ref=sr_1_83?dib=eyJ2IjoiMSJ9.wObjZ4Gp3QcLBoWtyg8rUHwaTBaKC_sGo5ADVo7OzlMX5WpJis81L05aj1f7TCf29nfv5dm2lfYzvaHhVsytTW7tDn3pnAw0q6IdKLXRfc0PP-4nLCksvmxiWc7xaL6QqbC3Qgp06pw1EmhxJBhTMbFQAzPJDyAHyAJngmsLLpJySzSmrDeBKe3tdqEaAbvkI-TLp4o4SX8XY_Is5jq4pxOAToz_k8aCCngRWlhQOV4.41JJZJW0Cq0RHHqbZ4omWn0Krb37m4DAqm2aTYTC1zA&dib_tag=se&keywords=mobiles&qid=1757424345&sr=8-83&xpid=E4psOAFDN97GT,2025-09-09 18:55:43
"Redmi A5 Pondicherry Blue, 3GB RAM 64GB ROM",B0F3P52HHS,Redmi,"₹6,499","₹8,999",28% off,4.0 out of 5 stars,38,https://www.amazon.in/Redmi-Pondicherry-Blue-3GB-64GB/dp/B0F3P52HHS/ref=sr_1_84?dib=eyJ2IjoiMSJ9.wObjZ4Gp3QcLBoWtyg8rUHwaTBaKC_sGo5ADVo7OzlMX5WpJis81L05aj1f7TCf29nfv5dm2lfYzvaHhVsytTW7tDn3pnAw0q6IdKLXRfc0PP-4nLCksvmxiWc7xaL6QqbC3Qgp06pw1EmhxJBhTMbFQAzPJDyAHyAJngmsLLpJySzSmrDeBKe3tdqEaAbvkI-TLp4o4SX8XY_Is5jq4pxOAToz_k8aCCngRWlhQOV4.41JJZJW0Cq0RHHqbZ4omWn0Krb37m4DAqm2aTYTC1zA&dib_tag=se&keywords=mobiles&qid=1757424345&sr=8-84&xpid=E4psOAFDN97GT,2025-09-09 18:55:43
"iQOO Z9x 5G (Tornado Green, 6GB RAM, 128GB Storage) | Snapdragon 6 Gen 1 with 560k+ AnTuTu Score | 6000mAh Battery with 7.99mm Slim Design | 44W FlashCharge",B07WHQHNZC,iQOO,"₹13,499","₹18,999",29% off,4.2 out of 5 stars,"11,152",https://www.amazon.in/iQOO-Tornado-Storage-Snapdragon-FlashCharge/dp/B07WHQHNZC/ref=sr_1_85?dib=eyJ2IjoiMSJ9.wObjZ4Gp3QcLBoWtyg8rUHwaTBaKC_sGo5ADVo7OzlMX5WpJis81L05aj1f7TCf29nfv5dm2lfYzvaHhVsytTW7tDn3pnAw0q6IdKLXRfc0PP-4nLCksvmxiWc7xaL6QqbC3Qgp06pw1EmhxJBhTMbFQAzPJDyAHyAJngmsLLpJySzSmrDeBKe3tdqEaAbvkI-TLp4o4SX8XY_Is5jq4pxOAToz_k8aCCngRWlhQOV4.41JJZJW0Cq0RHHqbZ4omWn0Krb37m4DAqm2aTYTC1zA&dib_tag=se&keywords=mobiles&qid=1757424345&sr=8-85&xpid=E4psOAFDN97GT,2025-09-09 18:55:43
Redmi A3X Ocean Green 4GB RAM 128GB ROM,B0D78VJQ93,Redmi,"₹6,962","₹10,999",37% off,3.9 out of 5 stars,103,https://www.amazon.in/Redmi-Storage-Premium-Powerful-Processor/dp/B0D78VJQ93/ref=sr_1_86?dib=eyJ2IjoiMSJ9.wObjZ4Gp3QcLBoWtyg8rUHwaTBaKC_sGo5ADVo7OzlMX5WpJis81L05aj1f7TCf29nfv5dm2lfYzvaHhVsytTW7tDn3pnAw0q6IdKLXRfc0PP-4nLCksvmxiWc7xaL6QqbC3Qgp06pw1EmhxJBhTMbFQAzPJDyAHyAJngmsLLpJySzSmrDeBKe3tdqEaAbvkI-TLp4o4SX8XY_Is5jq4pxOAToz_k8aCCngRWlhQOV4.41JJZJW0Cq0RHHqbZ4omWn0Krb37m4DAqm2aTYTC1zA&dib_tag=se&keywords=mobiles&qid=1757424345&sr=8-86&xpid=E4psOAFDN97GT,2025-09-09 18:55:43
"OPPO A5 5G (Aurora Green, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",B0FCMRRDSG,OPPO,"₹16,998","₹20,999",19% off,4.4 out of 5 stars,22,https://www.amazon.in/OPPO-Aurora-Storage-Additional-Exchange/dp/B0FCMRRDSG/ref=sr_1_87?dib=eyJ2IjoiMSJ9.wObjZ4Gp3QcLBoWtyg8rUHwaTBaKC_sGo5ADVo7OzlMX5WpJis81L05aj1f7TCf29nfv5dm2lfYzvaHhVsytTW7tDn3pnAw0q6IdKLXRfc0PP-4nLCksvmxiWc7xaL6QqbC3Qgp06pw1EmhxJBhTMbFQAzPJDyAHyAJngmsLLpJySzSmrDeBKe3tdqEaAbvkI-TLp4o4SX8XY_Is5jq4pxOAToz_k8aCCngRWlhQOV4.41JJZJW0Cq0RHHqbZ4omWn0Krb37m4DAqm2aTYTC1zA&dib_tag=se&keywords=mobiles&qid=1757424345&sr=8-87&xpid=E4psOAFDN97GT,2025-09-09 18:55:43
"Acer Super ZX 5G (Cosmic Green, 6GB RAM, 128GB Storage) | 120 Hz FHD+ Display | 5000 mAh Ultra-Thin Battery | Dimensity 6300 5G Processor | Sony 64MP AI Camera",B0F4DJSLJL,Acer,"₹12,999","₹19,999",35% off,3.5 out of 5 stars,648,https://www.amazon.in/Storage-Display-Ultra-Thin-Dimensity-Processor/dp/B0F4DJSLJL/ref=sr_1_88?dib=eyJ2IjoiMSJ9.wObjZ4Gp3QcLBoWtyg8rUHwaTBaKC_sGo5ADVo7OzlMX5WpJis81L05aj1f7TCf29nfv5dm2lfYzvaHhVsytTW7tDn3pnAw0q6IdKLXRfc0PP-4nLCksvmxiWc7xaL6QqbC3Qgp06pw1EmhxJBhTMbFQAzPJDyAHyAJngmsLLpJySzSmrDeBKe3tdqEaAbvkI-TLp4o4SX8XY_Is5jq4pxOAToz_k8aCCngRWlhQOV4.41JJZJW0Cq0RHHqbZ4omWn0Krb37m4DAqm2aTYTC1zA&dib_tag=se&keywords=mobiles&qid=1757424345&sr=8-88&xpid=E4psOAFDN97GT,2025-09-09 18:55:43
"realme NARZO 80x 5G (Sunlit Gold,6GB+128GB) | Dimensity 6400 5G Chipset | 6000mAh Long-Lasting Battery | 45W Fast Charge | 120Hz Eye Comfort Display | IP69 Top-Tier Waterproof",B0F1XMGQSP,realme,"₹12,999","₹15,999",19% off,4.1 out of 5 stars,"1,323",https://www.amazon.in/realme-Dimensity-Long-Lasting-Top-Tier-Waterproof/dp/B0F1XMGQSP/ref=sr_1_89?dib=eyJ2IjoiMSJ9.wObjZ4Gp3QcLBoWtyg8rUHwaTBaKC_sGo5ADVo7OzlMX5WpJis81L05aj1f7TCf29nfv5dm2lfYzvaHhVsytTW7tDn3pnAw0q6IdKLXRfc0PP-4nLCksvmxiWc7xaL6QqbC3Qgp06pw1EmhxJBhTMbFQAzPJDyAHyAJngmsLLpJySzSmrDeBKe3tdqEaAbvkI-TLp4o4SX8XY_Is5jq4pxOAToz_k8aCCngRWlhQOV4.41JJZJW0Cq0RHHqbZ4omWn0Krb37m4DAqm2aTYTC1zA&dib_tag=se&keywords=mobiles&qid=1757424345&sr=8-89&xpid=E4psOAFDN97GT,2025-09-09 18:55:43
OnePlus Nord CE5 | Massive 7100mAh Battery | MediaTek Dimensity 8350 Apex | Powered by OnePlus AI | 8GB + 256GB | Nexus Blue,B0FCMK41N9,OnePlus,"₹26,997",,,4.4 out of 5 stars,"1,340",https://www.amazon.in/OnePlus-Nord-CE5-Nexus-Blue/dp/B0FCMK41N9/ref=sr_1_90?dib=eyJ2IjoiMSJ9.wObjZ4Gp3QcLBoWtyg8rUHwaTBaKC_sGo5ADVo7OzlMX5WpJis81L05aj1f7TCf29nfv5dm2lfYzvaHhVsytTW7tDn3pnAw0q6IdKLXRfc0PP-4nLCksvmxiWc7xaL6QqbC3Qgp06pw1EmhxJBhTMbFQAzPJDyAHyAJngmsLLpJySzSmrDeBKe3tdqEaAbvkI-TLp4o4SX8XY_Is5jq4pxOAToz_k8aCCngRWlhQOV4.41JJZJW0Cq0RHHqbZ4omWn0Krb37m4DAqm2aTYTC1zA&dib_tag=se&keywords=mobiles&qid=1757424345&sr=8-90&xpid=E4psOAFDN97GT,2025-09-09 18:55:43
