Product,Category,Price,Discount,Promotion,Rating,Reviews,Source
,shirts,₹499,83% off,No promotion,3.8 out of 5 stars,59,Amazon
,shirts,₹956.18,52% off,No promotion,4.1 out of 5 stars,50,Amazon
,shirts,₹799,60% off,No promotion,3.9 out of 5 stars,6,Amazon
,shirts,"₹1,589",47% off,No promotion,3.6 out of 5 stars,339,Amazon
,shirts,"₹1,425",38% off,No promotion,3.8 out of 5 stars,7,Amazon
,shirts,₹299,85% off,No promotion,3.5 out of 5 stars,3,Amazon
,shirts,₹389,81% off,No promotion,4.1 out of 5 stars,336,Amazon
,shirts,"₹1,225",51% off,No promotion,4.1 out of 5 stars,114,Amazon
,shirts,₹299,80% off,No promotion,3.9 out of 5 stars,"1,646",Amazon
,shirts,₹599,50% off,No promotion,3.7 out of 5 stars,"5,112",Amazon
,shirts,₹988,55% off,No promotion,4.3 out of 5 stars,9,Amazon
,shirts,₹299,67% off,No promotion,3.5 out of 5 stars,204,Amazon
,shirts,₹909,65% off,No promotion,5.0 out of 5 stars,3,Amazon
,shirts,₹799,60% off,No promotion,4.0 out of 5 stars,36,Amazon
,shirts,"₹1,399",,No promotion,4.0 out of 5 stars,88,Amazon
,shirts,₹599,68% off,No promotion,,,Amazon
,shirts,₹678,60% off,No promotion,1.9 out of 5 stars,3,Amazon
,shirts,₹748,70% off,No promotion,3.9 out of 5 stars,"3,652",Amazon
,shirts,₹499,50% off,No promotion,,,Amazon
,shirts,₹549,63% off,No promotion,3.8 out of 5 stars,"7,680",Amazon
,shirts,"₹1,499",40% off,No promotion,5.0 out of 5 stars,2,Amazon
,shirts,"₹1,679",30% off,No promotion,,,Amazon
,shirts,₹965,Men's 100% Cotton Slim Fit Shirt,No promotion,3.8 out of 5 stars,5,Amazon
